monthly_sales_percent_change,category_code,seasonally_adj,data_type_code,time,category_name,high_level_category
0.8,44Y72,True,E_SM,2020-04-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.8,44Y72,True,E_SM,2020-10-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.0,4521E,True,E_SM,2020-06-01,Department Stores,Retail Trade
0.0,4521E,True,E_SM,2020-12-01,Department Stores,Retail Trade
0.6,445,True,E_SM,2021-02-01,Food and Beverage Stores,Retail Trade
0.6,445,True,E_SM,2021-07-01,Food and Beverage Stores,Retail Trade
0.8,44W72,True,E_SM,2021-01-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
0.9,44W72,True,E_SM,2021-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
0.8,452,True,E_SM,2021-06-01,General Merchandise Stores,Retail Trade
0.7,452,True,E_SM,2021-12-01,General Merchandise Stores,Retail Trade
1.4,454,True,E_SM,2022-03-01,Nonstore Retailers,Nonstore Trade
1.5,454,True,E_SM,2022-09-01,Nonstore Retailers,Nonstore Trade
1.7,454,True,E_SM,2017-02-01,Nonstore Retailers,Nonstore Trade
1.6,454,True,E_SM,2017-08-01,Nonstore Retailers,Nonstore Trade
2.0,442,True,E_SM,2018-06-01,Furniture and Home Furnishings Stores,Retail Trade
2.1,442,True,E_SM,2018-11-01,Furniture and Home Furnishings Stores,Retail Trade
2.2,446,True,E_SM,2018-01-01,Health and Personal Care Stores,Retail Trade
2.0,446,True,E_SM,2018-06-01,Health and Personal Care Stores,Retail Trade
2.0,446,True,E_SM,2018-12-01,Health and Personal Care Stores,Retail Trade
0.6,44X72,True,E_SM,2018-06-01,Retail Trade and Food Services,Retail and Food Services
1.2,444,True,E_SM,2019-04-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
1.8,444,True,E_SM,2019-10-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
0.6,44Z72,True,E_SM,2019-05-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
2.6,722,True,E_SM,2019-11-01,Food Services and Drinking Places,Food Services
2.7,442,True,E_SM,2020-03-01,Furniture and Home Furnishings Stores,Retail Trade
3.2,442,True,E_SM,2020-09-01,Furniture and Home Furnishings Stores,Retail Trade
0.0,4521E,True,E_SM,2018-02-01,Department Stores,Retail Trade
0.0,4521E,True,E_SM,2018-08-01,Department Stores,Retail Trade
1.0,441,True,E_SM,2019-05-01,Motor Vehicle and Parts Dealers,Retail Trade
1.1,441,True,E_SM,2019-11-01,Motor Vehicle and Parts Dealers,Retail Trade
0.6,445,True,E_SM,2019-02-01,Food and Beverage Stores,Retail Trade
0.6,445,True,E_SM,2019-08-01,Food and Beverage Stores,Retail Trade
2.0,448,True,E_SM,2019-05-01,Clothing and Accessories Stores,Retail Trade
3.2,448,True,E_SM,2019-10-01,Clothing and Accessories Stores,Retail Trade
1.7,451,True,E_SM,2019-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
1.6,451,True,E_SM,2019-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
1.6,441X,True,E_SM,2023-02-01,Auto and Other Motor Vehicles,Retail Trade
2.7,442,True,E_SM,2023-05-01,Furniture and Home Furnishings Stores,Retail Trade
2.4,442,True,E_SM,2023-11-01,Furniture and Home Furnishings Stores,Retail Trade
3.1,722,True,E_SM,2021-03-01,Food Services and Drinking Places,Food Services
3.5,722,True,E_SM,2021-09-01,Food Services and Drinking Places,Food Services
3.6,446,True,E_SM,2023-02-01,Health and Personal Care Stores,Retail Trade
3.9,446,True,E_SM,2023-08-01,Health and Personal Care Stores,Retail Trade
0.7,4451,True,E_SM,2023-06-01,Grocery Stores,Retail Trade
0.7,4451,True,E_SM,2023-12-01,Grocery Stores,Retail Trade
0.6,44000,True,E_SM,2022-06-01,Retail Trade,Retail Trade
0.7,44000,True,E_SM,2022-12-01,Retail Trade,Retail Trade
1.7,443,True,E_SM,2022-02-01,Electronics and Appliance Stores,Retail Trade
1.8,443,True,E_SM,2022-08-01,Electronics and Appliance Stores,Retail Trade
1.1,447,True,E_SM,2022-02-01,Gasoline Stations,Retail Trade
1.6,447,True,E_SM,2022-07-01,Gasoline Stations,Retail Trade
1.0,44Y72,True,E_SM,2023-02-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
1.0,44Y72,True,E_SM,2023-08-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
4.0,448,True,E_SM,2022-11-01,Clothing and Accessories Stores,Retail Trade
0.8,44Z72,True,E_SM,2022-01-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.8,44Z72,True,E_SM,2022-07-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
4.1,453,True,E_SM,2023-08-01,Miscellaneous Store Retailers,Retail Trade
0.7,44W72,True,E_SM,2019-01-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
0.7,44W72,True,E_SM,2019-02-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
0.7,44W72,True,E_SM,2019-03-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
0.7,44W72,True,E_SM,2019-04-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
0.7,44W72,True,E_SM,2019-05-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
0.7,44W72,True,E_SM,2019-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
0.7,44W72,True,E_SM,2019-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
0.7,44W72,True,E_SM,2019-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
0.8,44W72,True,E_SM,2019-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
0.7,44W72,True,E_SM,2019-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
0.7,44W72,True,E_SM,2019-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
3.9,446,True,E_SM,2021-01-01,Health and Personal Care Stores,Retail Trade
3.6,446,True,E_SM,2021-02-01,Health and Personal Care Stores,Retail Trade
3.6,446,True,E_SM,2021-03-01,Health and Personal Care Stores,Retail Trade
3.5,446,True,E_SM,2021-04-01,Health and Personal Care Stores,Retail Trade
3.4,446,True,E_SM,2021-05-01,Health and Personal Care Stores,Retail Trade
3.5,446,True,E_SM,2021-06-01,Health and Personal Care Stores,Retail Trade
3.6,446,True,E_SM,2021-07-01,Health and Personal Care Stores,Retail Trade
3.6,446,True,E_SM,2021-08-01,Health and Personal Care Stores,Retail Trade
3.5,446,True,E_SM,2021-09-01,Health and Personal Care Stores,Retail Trade
3.6,446,True,E_SM,2021-10-01,Health and Personal Care Stores,Retail Trade
3.4,446,True,E_SM,2021-11-01,Health and Personal Care Stores,Retail Trade
3.2,446,True,E_SM,2021-12-01,Health and Personal Care Stores,Retail Trade
0.8,44Y72,True,E_SM,2021-01-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.8,44Y72,True,E_SM,2021-02-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.8,44Y72,True,E_SM,2021-03-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.8,44Y72,True,E_SM,2021-04-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.8,44Y72,True,E_SM,2021-05-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.8,44Y72,True,E_SM,2021-06-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.9,44Y72,True,E_SM,2021-07-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.9,44Y72,True,E_SM,2021-08-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.9,44Y72,True,E_SM,2021-09-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.9,44Y72,True,E_SM,2021-10-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.9,44Y72,True,E_SM,2021-11-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.8,44Y72,True,E_SM,2021-12-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
4.0,453,True,E_SM,2021-01-01,Miscellaneous Store Retailers,Retail Trade
4.3,453,True,E_SM,2021-02-01,Miscellaneous Store Retailers,Retail Trade
4.4,453,True,E_SM,2021-03-01,Miscellaneous Store Retailers,Retail Trade
4.5,453,True,E_SM,2021-04-01,Miscellaneous Store Retailers,Retail Trade
4.1,453,True,E_SM,2021-05-01,Miscellaneous Store Retailers,Retail Trade
4.6,453,True,E_SM,2021-06-01,Miscellaneous Store Retailers,Retail Trade
4.2,453,True,E_SM,2021-07-01,Miscellaneous Store Retailers,Retail Trade
4.7,453,True,E_SM,2021-08-01,Miscellaneous Store Retailers,Retail Trade
4.2,453,True,E_SM,2021-09-01,Miscellaneous Store Retailers,Retail Trade
4.2,453,True,E_SM,2021-10-01,Miscellaneous Store Retailers,Retail Trade
4.1,453,True,E_SM,2021-11-01,Miscellaneous Store Retailers,Retail Trade
4.2,453,True,E_SM,2021-12-01,Miscellaneous Store Retailers,Retail Trade
1.4,441X,True,E_SM,2022-01-01,Auto and Other Motor Vehicles,Retail Trade
1.4,441X,True,E_SM,2022-02-01,Auto and Other Motor Vehicles,Retail Trade
1.3,441X,True,E_SM,2022-03-01,Auto and Other Motor Vehicles,Retail Trade
1.5,441X,True,E_SM,2022-04-01,Auto and Other Motor Vehicles,Retail Trade
1.3,441X,True,E_SM,2022-05-01,Auto and Other Motor Vehicles,Retail Trade
1.5,441X,True,E_SM,2022-06-01,Auto and Other Motor Vehicles,Retail Trade
1.4,441X,True,E_SM,2022-07-01,Auto and Other Motor Vehicles,Retail Trade
1.5,441X,True,E_SM,2022-08-01,Auto and Other Motor Vehicles,Retail Trade
1.5,441X,True,E_SM,2022-09-01,Auto and Other Motor Vehicles,Retail Trade
1.6,441X,True,E_SM,2022-10-01,Auto and Other Motor Vehicles,Retail Trade
1.7,441X,True,E_SM,2022-11-01,Auto and Other Motor Vehicles,Retail Trade
1.8,441X,True,E_SM,2022-12-01,Auto and Other Motor Vehicles,Retail Trade
2.3,444,True,E_SM,2022-01-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.2,444,True,E_SM,2022-02-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.5,444,True,E_SM,2022-03-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.4,444,True,E_SM,2022-04-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.4,444,True,E_SM,2022-05-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.3,444,True,E_SM,2022-06-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.6,444,True,E_SM,2022-08-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.5,444,True,E_SM,2022-09-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.5,444,True,E_SM,2022-10-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.3,444,True,E_SM,2022-11-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.3,444,True,E_SM,2022-12-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
0.7,4451,True,E_SM,2022-01-01,Grocery Stores,Retail Trade
0.7,4451,True,E_SM,2022-02-01,Grocery Stores,Retail Trade
0.7,4451,True,E_SM,2022-03-01,Grocery Stores,Retail Trade
0.7,4451,True,E_SM,2022-04-01,Grocery Stores,Retail Trade
0.7,4451,True,E_SM,2022-05-01,Grocery Stores,Retail Trade
0.7,4451,True,E_SM,2022-06-01,Grocery Stores,Retail Trade
0.7,4451,True,E_SM,2022-07-01,Grocery Stores,Retail Trade
0.7,4451,True,E_SM,2022-08-01,Grocery Stores,Retail Trade
0.8,4451,True,E_SM,2022-09-01,Grocery Stores,Retail Trade
0.8,4451,True,E_SM,2022-10-01,Grocery Stores,Retail Trade
0.8,4451,True,E_SM,2022-11-01,Grocery Stores,Retail Trade
0.7,4451,True,E_SM,2022-12-01,Grocery Stores,Retail Trade
1.0,44W72,True,E_SM,2022-01-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.0,44W72,True,E_SM,2022-02-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
0.9,44W72,True,E_SM,2022-03-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.0,44W72,True,E_SM,2022-04-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.0,44W72,True,E_SM,2022-05-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.0,44W72,True,E_SM,2022-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.0,44W72,True,E_SM,2022-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.0,44W72,True,E_SM,2022-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.1,44W72,True,E_SM,2022-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.1,44W72,True,E_SM,2022-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.0,44W72,True,E_SM,2022-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.0,44W72,True,E_SM,2022-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
3.9,451,True,E_SM,2022-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
4.1,451,True,E_SM,2022-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
3.4,451,True,E_SM,2022-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
2.8,451,True,E_SM,2022-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
2.8,451,True,E_SM,2022-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
2.6,451,True,E_SM,2022-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
2.8,451,True,E_SM,2022-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
2.2,451,True,E_SM,2022-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
2.1,451,True,E_SM,2022-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
2.4,451,True,E_SM,2022-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
2.2,451,True,E_SM,2022-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
1.1,44W72,True,E_SM,2023-01-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.1,44W72,True,E_SM,2023-02-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.1,44W72,True,E_SM,2023-03-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.1,44W72,True,E_SM,2023-04-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.1,44W72,True,E_SM,2023-05-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.1,44W72,True,E_SM,2023-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.1,44W72,True,E_SM,2023-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.1,44W72,True,E_SM,2023-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.1,44W72,True,E_SM,2023-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.1,44W72,True,E_SM,2023-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.1,44W72,True,E_SM,2023-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.0,44W72,True,E_SM,2023-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
0.8,44X72,True,E_SM,2023-01-01,Retail Trade and Food Services,Retail and Food Services
0.8,44X72,True,E_SM,2023-02-01,Retail Trade and Food Services,Retail and Food Services
0.8,44X72,True,E_SM,2023-03-01,Retail Trade and Food Services,Retail and Food Services
0.8,44X72,True,E_SM,2023-04-01,Retail Trade and Food Services,Retail and Food Services
0.8,44X72,True,E_SM,2023-05-01,Retail Trade and Food Services,Retail and Food Services
0.8,44X72,True,E_SM,2023-07-01,Retail Trade and Food Services,Retail and Food Services
0.8,44X72,True,E_SM,2023-08-01,Retail Trade and Food Services,Retail and Food Services
0.8,44X72,True,E_SM,2023-09-01,Retail Trade and Food Services,Retail and Food Services
0.8,44X72,True,E_SM,2023-10-01,Retail Trade and Food Services,Retail and Food Services
0.8,44X72,True,E_SM,2023-11-01,Retail Trade and Food Services,Retail and Food Services
0.9,44Z72,True,E_SM,2023-01-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.8,44Z72,True,E_SM,2023-02-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.8,44Z72,True,E_SM,2023-03-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.8,44Z72,True,E_SM,2023-04-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.8,44Z72,True,E_SM,2023-05-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.9,44Z72,True,E_SM,2023-06-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.8,44Z72,True,E_SM,2023-07-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.8,44Z72,True,E_SM,2023-08-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.9,44Z72,True,E_SM,2023-09-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.8,44Z72,True,E_SM,2023-10-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.8,44Z72,True,E_SM,2023-11-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.7,44Z72,True,E_SM,2023-12-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.7,452,True,E_SM,2023-01-01,General Merchandise Stores,Retail Trade
0.8,452,True,E_SM,2023-02-01,General Merchandise Stores,Retail Trade
0.8,452,True,E_SM,2023-03-01,General Merchandise Stores,Retail Trade
1.0,452,True,E_SM,2023-04-01,General Merchandise Stores,Retail Trade
1.0,452,True,E_SM,2023-05-01,General Merchandise Stores,Retail Trade
0.9,452,True,E_SM,2023-06-01,General Merchandise Stores,Retail Trade
0.9,452,True,E_SM,2023-07-01,General Merchandise Stores,Retail Trade
0.8,452,True,E_SM,2023-08-01,General Merchandise Stores,Retail Trade
0.9,452,True,E_SM,2023-09-01,General Merchandise Stores,Retail Trade
0.9,452,True,E_SM,2023-10-01,General Merchandise Stores,Retail Trade
0.9,452,True,E_SM,2023-11-01,General Merchandise Stores,Retail Trade
0.8,452,True,E_SM,2023-12-01,General Merchandise Stores,Retail Trade
0.0,4521E,True,E_SM,2023-01-01,Department Stores,Retail Trade
0.0,4521E,True,E_SM,2023-02-01,Department Stores,Retail Trade
0.0,4521E,True,E_SM,2023-03-01,Department Stores,Retail Trade
0.0,4521E,True,E_SM,2023-05-01,Department Stores,Retail Trade
0.0,4521E,True,E_SM,2023-06-01,Department Stores,Retail Trade
0.0,4521E,True,E_SM,2023-07-01,Department Stores,Retail Trade
0.0,4521E,True,E_SM,2023-08-01,Department Stores,Retail Trade
0.0,4521E,True,E_SM,2023-09-01,Department Stores,Retail Trade
0.0,4521E,True,E_SM,2023-11-01,Department Stores,Retail Trade
0.0,4521E,True,E_SM,2023-12-01,Department Stores,Retail Trade
1.6,454,True,E_SM,2023-01-01,Nonstore Retailers,Nonstore Trade
1.6,454,True,E_SM,2023-02-01,Nonstore Retailers,Nonstore Trade
1.7,454,True,E_SM,2023-03-01,Nonstore Retailers,Nonstore Trade
1.8,454,True,E_SM,2023-04-01,Nonstore Retailers,Nonstore Trade
1.8,454,True,E_SM,2023-05-01,Nonstore Retailers,Nonstore Trade
1.9,454,True,E_SM,2023-06-01,Nonstore Retailers,Nonstore Trade
1.9,454,True,E_SM,2023-07-01,Nonstore Retailers,Nonstore Trade
1.9,454,True,E_SM,2023-08-01,Nonstore Retailers,Nonstore Trade
1.9,454,True,E_SM,2023-09-01,Nonstore Retailers,Nonstore Trade
1.9,454,True,E_SM,2023-10-01,Nonstore Retailers,Nonstore Trade
1.8,454,True,E_SM,2023-11-01,Nonstore Retailers,Nonstore Trade
1.8,454,True,E_SM,2023-12-01,Nonstore Retailers,Nonstore Trade
3.6,722,True,E_SM,2023-01-01,Food Services and Drinking Places,Food Services
3.5,722,True,E_SM,2023-02-01,Food Services and Drinking Places,Food Services
3.4,722,True,E_SM,2023-03-01,Food Services and Drinking Places,Food Services
3.4,722,True,E_SM,2023-04-01,Food Services and Drinking Places,Food Services
3.3,722,True,E_SM,2023-05-01,Food Services and Drinking Places,Food Services
3.1,722,True,E_SM,2023-06-01,Food Services and Drinking Places,Food Services
3.2,722,True,E_SM,2023-07-01,Food Services and Drinking Places,Food Services
3.2,722,True,E_SM,2023-08-01,Food Services and Drinking Places,Food Services
3.3,722,True,E_SM,2023-09-01,Food Services and Drinking Places,Food Services
3.3,722,True,E_SM,2023-10-01,Food Services and Drinking Places,Food Services
3.2,722,True,E_SM,2023-11-01,Food Services and Drinking Places,Food Services
3.1,722,True,E_SM,2023-12-01,Food Services and Drinking Places,Food Services
0.6,44000,True,E_SM,2017-01-01,Retail Trade,Retail Trade
0.6,44000,True,E_SM,2017-03-01,Retail Trade,Retail Trade
0.6,44000,True,E_SM,2017-04-01,Retail Trade,Retail Trade
0.7,44000,True,E_SM,2017-05-01,Retail Trade,Retail Trade
0.7,44000,True,E_SM,2017-06-01,Retail Trade,Retail Trade
0.6,44000,True,E_SM,2017-07-01,Retail Trade,Retail Trade
0.6,44000,True,E_SM,2017-09-01,Retail Trade,Retail Trade
0.6,44000,True,E_SM,2017-10-01,Retail Trade,Retail Trade
0.6,44000,True,E_SM,2017-11-01,Retail Trade,Retail Trade
0.5,44000,True,E_SM,2017-12-01,Retail Trade,Retail Trade
3.0,443,True,E_SM,2017-10-01,Electronics and Appliance Stores,Retail Trade
2.6,443,True,E_SM,2017-11-01,Electronics and Appliance Stores,Retail Trade
2.6,443,True,E_SM,2017-12-01,Electronics and Appliance Stores,Retail Trade
1.9,444,True,E_SM,2017-01-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.0,444,True,E_SM,2017-02-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.3,444,True,E_SM,2017-04-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.5,444,True,E_SM,2017-05-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.3,444,True,E_SM,2017-06-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.4,444,True,E_SM,2017-07-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.3,444,True,E_SM,2017-08-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.4,444,True,E_SM,2017-10-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
2.1,444,True,E_SM,2017-11-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
1.9,444,True,E_SM,2017-12-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
1.4,441,True,E_SM,2017-01-01,Motor Vehicle and Parts Dealers,Retail Trade
1.5,441,True,E_SM,2017-02-01,Motor Vehicle and Parts Dealers,Retail Trade
1.3,441,True,E_SM,2017-03-01,Motor Vehicle and Parts Dealers,Retail Trade
1.3,441,True,E_SM,2017-04-01,Motor Vehicle and Parts Dealers,Retail Trade
1.3,441,True,E_SM,2017-05-01,Motor Vehicle and Parts Dealers,Retail Trade
1.4,441,True,E_SM,2017-06-01,Motor Vehicle and Parts Dealers,Retail Trade
1.3,441,True,E_SM,2017-07-01,Motor Vehicle and Parts Dealers,Retail Trade
1.2,441,True,E_SM,2017-08-01,Motor Vehicle and Parts Dealers,Retail Trade
1.1,441,True,E_SM,2017-09-01,Motor Vehicle and Parts Dealers,Retail Trade
1.3,441,True,E_SM,2017-10-01,Motor Vehicle and Parts Dealers,Retail Trade
1.3,441,True,E_SM,2017-11-01,Motor Vehicle and Parts Dealers,Retail Trade
